index,price_id,date,client_category,house_category_id
,52,2018-01-05 00:00:00.000000,NON_COMPANY_WORKER,5
,53,2018-01-05 00:00:00.000000,COMPANY_WORKER,5
,54,2018-01-05 00:00:00.000000,COMPANY_WORKER,3
,55,2018-01-05 00:00:00.000000,NON_COMPANY_WORKER,3
,56,2018-01-06 00:00:00.000000,COMPANY_WORKER,1
,57,2018-01-06 00:00:00.000000,NON_COMPANY_WORKER,1
,58,2018-01-06 00:00:00.000000,COMPANY_WORKER,2
,59,2018-01-06 00:00:00.000000,NON_COMPANY_WORKER,2
,60,2018-01-06 00:00:00.000000,COMPANY_WORKER,4
,61,2018-01-06 00:00:00.000000,NON_COMPANY_WORKER,4
,62,2018-01-06 00:00:00.000000,NON_COMPANY_WORKER,5
,63,2018-01-06 00:00:00.000000,COMPANY_WORKER,5
,64,2018-01-06 00:00:00.000000,COMPANY_WORKER,3
,65,2018-01-06 00:00:00.000000,NON_COMPANY_WORKER,3
,66,2018-01-07 00:00:00.000000,COMPANY_WORKER,1
,67,2018-01-07 00:00:00.000000,NON_COMPANY_WORKER,1
,68,2018-01-07 00:00:00.000000,COMPANY_WORKER,2
,69,2018-01-07 00:00:00.000000,NON_COMPANY_WORKER,2
,70,2018-01-07 00:00:00.000000,COMPANY_WORKER,4
,71,2018-01-07 00:00:00.000000,NON_COMPANY_WORKER,4
,72,2018-01-07 00:00:00.000000,NON_COMPANY_WORKER,5
,73,2018-01-07 00:00:00.000000,COMPANY_WORKER,5
,74,2018-01-07 00:00:00.000000,COMPANY_WORKER,3
,75,2018-01-07 00:00:00.000000,NON_COMPANY_WORKER,3
,76,2018-01-08 00:00:00.000000,COMPANY_WORKER,1
,77,2018-01-08 00:00:00.000000,NON_COMPANY_WORKER,1
,78,2018-01-08 00:00:00.000000,COMPANY_WORKER,2
,79,2018-01-08 00:00:00.000000,NON_COMPANY_WORKER,2
,80,2018-01-08 00:00:00.000000,COMPANY_WORKER,4
,81,2018-01-08 00:00:00.000000,NON_COMPANY_WORKER,4
,82,2018-01-08 00:00:00.000000,NON_COMPANY_WORKER,5
,83,2018-01-08 00:00:00.000000,COMPANY_WORKER,5
,84,2018-01-08 00:00:00.000000,COMPANY_WORKER,3
,85,2018-01-08 00:00:00.000000,NON_COMPANY_WORKER,3
,86,2018-01-09 00:00:00.000000,COMPANY_WORKER,1
,87,2018-01-09 00:00:00.000000,NON_COMPANY_WORKER,1
,88,2018-01-09 00:00:00.000000,COMPANY_WORKER,2
,89,2018-01-09 00:00:00.000000,NON_COMPANY_WORKER,2
,90,2018-01-09 00:00:00.000000,COMPANY_WORKER,4
,91,2018-01-09 00:00:00.000000,NON_COMPANY_WORKER,4
,92,2018-01-09 00:00:00.000000,NON_COMPANY_WORKER,5
,93,2018-01-09 00:00:00.000000,COMPANY_WORKER,5
,94,2018-01-09 00:00:00.000000,COMPANY_WORKER,3
,95,2018-01-09 00:00:00.000000,NON_COMPANY_WORKER,3
,96,2018-01-10 00:00:00.000000,COMPANY_WORKER,1
,97,2018-01-10 00:00:00.000000,NON_COMPANY_WORKER,1
,98,2018-01-10 00:00:00.000000,COMPANY_WORKER,2
,99,2018-01-10 00:00:00.000000,NON_COMPANY_WORKER,2
,100,2018-01-10 00:00:00.000000,COMPANY_WORKER,4
,101,2018-01-10 00:00:00.000000,NON_COMPANY_WORKER,4
,102,2018-01-10 00:00:00.000000,NON_COMPANY_WORKER,5
,103,2018-01-10 00:00:00.000000,COMPANY_WORKER,5
,104,2018-01-10 00:00:00.000000,COMPANY_WORKER,3
,105,2018-01-10 00:00:00.000000,NON_COMPANY_WORKER,3
,106,2018-01-11 00:00:00.000000,COMPANY_WORKER,1
,107,2018-01-11 00:00:00.000000,NON_COMPANY_WORKER,1
,108,2018-01-11 00:00:00.000000,COMPANY_WORKER,2
,109,2018-01-11 00:00:00.000000,NON_COMPANY_WORKER,2
,110,2018-01-11 00:00:00.000000,COMPANY_WORKER,4
,111,2018-01-11 00:00:00.000000,NON_COMPANY_WORKER,4
,112,2018-01-11 00:00:00.000000,NON_COMPANY_WORKER,5
,113,2018-01-11 00:00:00.000000,COMPANY_WORKER,5
,114,2018-01-11 00:00:00.000000,COMPANY_WORKER,3
,115,2018-01-11 00:00:00.000000,NON_COMPANY_WORKER,3
,116,2018-01-12 00:00:00.000000,COMPANY_WORKER,1
,117,2018-01-12 00:00:00.000000,NON_COMPANY_WORKER,1
,118,2018-01-12 00:00:00.000000,COMPANY_WORKER,2
,119,2018-01-12 00:00:00.000000,NON_COMPANY_WORKER,2
,120,2018-01-12 00:00:00.000000,COMPANY_WORKER,4
,121,2018-01-12 00:00:00.000000,NON_COMPANY_WORKER,4
,122,2018-01-12 00:00:00.000000,NON_COMPANY_WORKER,5
,123,2018-01-12 00:00:00.000000,COMPANY_WORKER,5
,124,2018-01-12 00:00:00.000000,COMPANY_WORKER,3
,125,2018-01-12 00:00:00.000000,NON_COMPANY_WORKER,3
,126,2018-01-13 00:00:00.000000,COMPANY_WORKER,1
,127,2018-01-13 00:00:00.000000,NON_COMPANY_WORKER,1
,128,2018-01-13 00:00:00.000000,COMPANY_WORKER,2
,129,2018-01-13 00:00:00.000000,NON_COMPANY_WORKER,2
,130,2018-01-13 00:00:00.000000,COMPANY_WORKER,4
,131,2018-01-13 00:00:00.000000,NON_COMPANY_WORKER,4
,132,2018-01-13 00:00:00.000000,NON_COMPANY_WORKER,5
,133,2018-01-13 00:00:00.000000,COMPANY_WORKER,5
,134,2018-01-13 00:00:00.000000,COMPANY_WORKER,3
,135,2018-01-13 00:00:00.000000,NON_COMPANY_WORKER,3
,136,2018-01-14 00:00:00.000000,COMPANY_WORKER,1
,137,2018-01-14 00:00:00.000000,NON_COMPANY_WORKER,1
,138,2018-01-14 00:00:00.000000,COMPANY_WORKER,2
,139,2018-01-14 00:00:00.000000,NON_COMPANY_WORKER,2
,140,2018-01-14 00:00:00.000000,COMPANY_WORKER,4
,141,2018-01-14 00:00:00.000000,NON_COMPANY_WORKER,4
,142,2018-01-14 00:00:00.000000,NON_COMPANY_WORKER,5
,143,2018-01-14 00:00:00.000000,COMPANY_WORKER,5
,144,2018-01-14 00:00:00.000000,COMPANY_WORKER,3
,145,2018-01-14 00:00:00.000000,NON_COMPANY_WORKER,3
,146,2018-01-15 00:00:00.000000,COMPANY_WORKER,1
,147,2018-01-15 00:00:00.000000,NON_COMPANY_WORKER,1
,148,2018-01-15 00:00:00.000000,COMPANY_WORKER,2
,149,2018-01-15 00:00:00.000000,NON_COMPANY_WORKER,2
,150,2018-01-15 00:00:00.000000,COMPANY_WORKER,4
,151,2018-01-15 00:00:00.000000,NON_COMPANY_WORKER,4
,152,2018-01-15 00:00:00.000000,NON_COMPANY_WORKER,5
,153,2018-01-15 00:00:00.000000,COMPANY_WORKER,5
,154,2018-01-15 00:00:00.000000,COMPANY_WORKER,3
,155,2018-01-15 00:00:00.000000,NON_COMPANY_WORKER,3
,156,2018-01-16 00:00:00.000000,COMPANY_WORKER,1
,157,2018-01-16 00:00:00.000000,NON_COMPANY_WORKER,1
,158,2018-01-16 00:00:00.000000,COMPANY_WORKER,2
,159,2018-01-16 00:00:00.000000,NON_COMPANY_WORKER,2
,160,2018-01-16 00:00:00.000000,COMPANY_WORKER,4
,161,2018-01-16 00:00:00.000000,NON_COMPANY_WORKER,4
,162,2018-01-16 00:00:00.000000,NON_COMPANY_WORKER,5
,163,2018-01-16 00:00:00.000000,COMPANY_WORKER,5
,164,2018-01-16 00:00:00.000000,COMPANY_WORKER,3
,165,2018-01-16 00:00:00.000000,NON_COMPANY_WORKER,3
,166,2018-01-17 00:00:00.000000,COMPANY_WORKER,1
,167,2018-01-17 00:00:00.000000,NON_COMPANY_WORKER,1
,168,2018-01-17 00:00:00.000000,COMPANY_WORKER,2
,169,2018-01-17 00:00:00.000000,NON_COMPANY_WORKER,2
,170,2018-01-17 00:00:00.000000,COMPANY_WORKER,4
,171,2018-01-17 00:00:00.000000,NON_COMPANY_WORKER,4
,172,2018-01-17 00:00:00.000000,NON_COMPANY_WORKER,5
,173,2018-01-17 00:00:00.000000,COMPANY_WORKER,5
,174,2018-01-17 00:00:00.000000,COMPANY_WORKER,3
,175,2018-01-17 00:00:00.000000,NON_COMPANY_WORKER,3
,176,2018-01-18 00:00:00.000000,COMPANY_WORKER,1
,177,2018-01-18 00:00:00.000000,NON_COMPANY_WORKER,1
,178,2018-01-18 00:00:00.000000,COMPANY_WORKER,2
,179,2018-01-18 00:00:00.000000,NON_COMPANY_WORKER,2
,180,2018-01-18 00:00:00.000000,COMPANY_WORKER,4
,181,2018-01-18 00:00:00.000000,NON_COMPANY_WORKER,4
,182,2018-01-18 00:00:00.000000,NON_COMPANY_WORKER,5
,183,2018-01-18 00:00:00.000000,COMPANY_WORKER,5
,184,2018-01-18 00:00:00.000000,COMPANY_WORKER,3
,185,2018-01-18 00:00:00.000000,NON_COMPANY_WORKER,3
,186,2018-01-19 00:00:00.000000,COMPANY_WORKER,1
,187,2018-01-19 00:00:00.000000,NON_COMPANY_WORKER,1
,188,2018-01-19 00:00:00.000000,COMPANY_WORKER,2
,189,2018-01-19 00:00:00.000000,NON_COMPANY_WORKER,2
,190,2018-01-19 00:00:00.000000,COMPANY_WORKER,4
,191,2018-01-19 00:00:00.000000,NON_COMPANY_WORKER,4
,192,2018-01-19 00:00:00.000000,NON_COMPANY_WORKER,5
,193,2018-01-19 00:00:00.000000,COMPANY_WORKER,5
,194,2018-01-19 00:00:00.000000,COMPANY_WORKER,3
,195,2018-01-19 00:00:00.000000,NON_COMPANY_WORKER,3
,196,2018-01-20 00:00:00.000000,COMPANY_WORKER,1
,197,2018-01-20 00:00:00.000000,NON_COMPANY_WORKER,1
,198,2018-01-20 00:00:00.000000,COMPANY_WORKER,2
,199,2018-01-20 00:00:00.000000,NON_COMPANY_WORKER,2
,200,2018-01-20 00:00:00.000000,COMPANY_WORKER,4
,201,2018-01-20 00:00:00.000000,NON_COMPANY_WORKER,4
,202,2018-01-20 00:00:00.000000,NON_COMPANY_WORKER,5
,203,2018-01-20 00:00:00.000000,COMPANY_WORKER,5
,204,2018-01-20 00:00:00.000000,COMPANY_WORKER,3
,205,2018-01-20 00:00:00.000000,NON_COMPANY_WORKER,3
,206,2018-01-21 00:00:00.000000,COMPANY_WORKER,1
,207,2018-01-21 00:00:00.000000,NON_COMPANY_WORKER,1
,208,2018-01-21 00:00:00.000000,COMPANY_WORKER,2
,209,2018-01-21 00:00:00.000000,NON_COMPANY_WORKER,2
,210,2018-01-21 00:00:00.000000,COMPANY_WORKER,4
,211,2018-01-21 00:00:00.000000,NON_COMPANY_WORKER,4
,212,2018-01-21 00:00:00.000000,NON_COMPANY_WORKER,5
,213,2018-01-21 00:00:00.000000,COMPANY_WORKER,5
,214,2018-01-21 00:00:00.000000,COMPANY_WORKER,3
,215,2018-01-21 00:00:00.000000,NON_COMPANY_WORKER,3
,216,2018-01-22 00:00:00.000000,COMPANY_WORKER,1
,217,2018-01-22 00:00:00.000000,NON_COMPANY_WORKER,1
,218,2018-01-22 00:00:00.000000,COMPANY_WORKER,2
,219,2018-01-22 00:00:00.000000,NON_COMPANY_WORKER,2
,220,2018-01-22 00:00:00.000000,COMPANY_WORKER,4
,221,2018-01-22 00:00:00.000000,NON_COMPANY_WORKER,4
,222,2018-01-22 00:00:00.000000,NON_COMPANY_WORKER,5
,223,2018-01-22 00:00:00.000000,COMPANY_WORKER,5
,224,2018-01-22 00:00:00.000000,COMPANY_WORKER,3
,225,2018-01-22 00:00:00.000000,NON_COMPANY_WORKER,3
,226,2018-01-23 00:00:00.000000,COMPANY_WORKER,1
,227,2018-01-23 00:00:00.000000,NON_COMPANY_WORKER,1
,228,2018-01-23 00:00:00.000000,COMPANY_WORKER,2
,229,2018-01-23 00:00:00.000000,NON_COMPANY_WORKER,2
,230,2018-01-23 00:00:00.000000,COMPANY_WORKER,4
,231,2018-01-23 00:00:00.000000,NON_COMPANY_WORKER,4
,232,2018-01-23 00:00:00.000000,NON_COMPANY_WORKER,5
,233,2018-01-23 00:00:00.000000,COMPANY_WORKER,5
,234,2018-01-23 00:00:00.000000,COMPANY_WORKER,3
,235,2018-01-23 00:00:00.000000,NON_COMPANY_WORKER,3
,236,2018-01-24 00:00:00.000000,COMPANY_WORKER,1
,237,2018-01-24 00:00:00.000000,NON_COMPANY_WORKER,1
,238,2018-01-24 00:00:00.000000,COMPANY_WORKER,2
,239,2018-01-24 00:00:00.000000,NON_COMPANY_WORKER,2
,240,2018-01-24 00:00:00.000000,COMPANY_WORKER,4
,241,2018-01-24 00:00:00.000000,NON_COMPANY_WORKER,4
,242,2018-01-24 00:00:00.000000,NON_COMPANY_WORKER,5
,243,2018-01-24 00:00:00.000000,COMPANY_WORKER,5
,244,2018-01-24 00:00:00.000000,COMPANY_WORKER,3
,245,2018-01-24 00:00:00.000000,NON_COMPANY_WORKER,3
,246,2018-01-25 00:00:00.000000,COMPANY_WORKER,1
,247,2018-01-25 00:00:00.000000,NON_COMPANY_WORKER,1
,248,2018-01-25 00:00:00.000000,COMPANY_WORKER,2
,249,2018-01-25 00:00:00.000000,NON_COMPANY_WORKER,2
,250,2018-01-25 00:00:00.000000,COMPANY_WORKER,4
,251,2018-01-25 00:00:00.000000,NON_COMPANY_WORKER,4
,252,2018-01-25 00:00:00.000000,NON_COMPANY_WORKER,5
,253,2018-01-25 00:00:00.000000,COMPANY_WORKER,5
,254,2018-01-25 00:00:00.000000,COMPANY_WORKER,3
,255,2018-01-25 00:00:00.000000,NON_COMPANY_WORKER,3
,256,2018-01-26 00:00:00.000000,COMPANY_WORKER,1
,257,2018-01-26 00:00:00.000000,NON_COMPANY_WORKER,1
,258,2018-01-26 00:00:00.000000,COMPANY_WORKER,2
,259,2018-01-26 00:00:00.000000,NON_COMPANY_WORKER,2
,260,2018-01-26 00:00:00.000000,COMPANY_WORKER,4
,261,2018-01-26 00:00:00.000000,NON_COMPANY_WORKER,4
,262,2018-01-26 00:00:00.000000,NON_COMPANY_WORKER,5
,263,2018-01-26 00:00:00.000000,COMPANY_WORKER,5
,264,2018-01-26 00:00:00.000000,COMPANY_WORKER,3
,265,2018-01-26 00:00:00.000000,NON_COMPANY_WORKER,3
,266,2018-01-27 00:00:00.000000,COMPANY_WORKER,1
,267,2018-01-27 00:00:00.000000,NON_COMPANY_WORKER,1
,268,2018-01-27 00:00:00.000000,COMPANY_WORKER,2
,269,2018-01-27 00:00:00.000000,NON_COMPANY_WORKER,2
,270,2018-01-27 00:00:00.000000,COMPANY_WORKER,4
,271,2018-01-27 00:00:00.000000,NON_COMPANY_WORKER,4
,272,2018-01-27 00:00:00.000000,NON_COMPANY_WORKER,5
,273,2018-01-27 00:00:00.000000,COMPANY_WORKER,5
,274,2018-01-27 00:00:00.000000,COMPANY_WORKER,3
,275,2018-01-27 00:00:00.000000,NON_COMPANY_WORKER,3
,276,2018-01-28 00:00:00.000000,COMPANY_WORKER,1
,277,2018-01-28 00:00:00.000000,NON_COMPANY_WORKER,1
,278,2018-01-28 00:00:00.000000,COMPANY_WORKER,2
,279,2018-01-28 00:00:00.000000,NON_COMPANY_WORKER,2
,280,2018-01-28 00:00:00.000000,COMPANY_WORKER,4
,281,2018-01-28 00:00:00.000000,NON_COMPANY_WORKER,4
,282,2018-01-28 00:00:00.000000,NON_COMPANY_WORKER,5
,283,2018-01-28 00:00:00.000000,COMPANY_WORKER,5
,284,2018-01-28 00:00:00.000000,COMPANY_WORKER,3
,285,2018-01-28 00:00:00.000000,NON_COMPANY_WORKER,3
,286,2018-01-29 00:00:00.000000,COMPANY_WORKER,1
,287,2018-01-29 00:00:00.000000,NON_COMPANY_WORKER,1
,288,2018-01-29 00:00:00.000000,COMPANY_WORKER,2
,289,2018-01-29 00:00:00.000000,NON_COMPANY_WORKER,2
,290,2018-01-29 00:00:00.000000,COMPANY_WORKER,4
,291,2018-01-29 00:00:00.000000,NON_COMPANY_WORKER,4
,292,2018-01-29 00:00:00.000000,NON_COMPANY_WORKER,5
,293,2018-01-29 00:00:00.000000,COMPANY_WORKER,5
,294,2018-01-29 00:00:00.000000,COMPANY_WORKER,3
,295,2018-01-29 00:00:00.000000,NON_COMPANY_WORKER,3
,296,2018-01-30 00:00:00.000000,COMPANY_WORKER,1
,297,2018-01-30 00:00:00.000000,NON_COMPANY_WORKER,1
,298,2018-01-30 00:00:00.000000,COMPANY_WORKER,2
,299,2018-01-30 00:00:00.000000,NON_COMPANY_WORKER,2
,300,2018-01-30 00:00:00.000000,COMPANY_WORKER,4
,301,2018-01-30 00:00:00.000000,NON_COMPANY_WORKER,4
,302,2018-01-30 00:00:00.000000,NON_COMPANY_WORKER,5
,303,2018-01-30 00:00:00.000000,COMPANY_WORKER,5
,304,2018-01-30 00:00:00.000000,COMPANY_WORKER,3
,305,2018-01-30 00:00:00.000000,NON_COMPANY_WORKER,3
,306,2018-01-31 00:00:00.000000,COMPANY_WORKER,1
,307,2018-01-31 00:00:00.000000,NON_COMPANY_WORKER,1
,308,2018-01-31 00:00:00.000000,COMPANY_WORKER,2
,309,2018-01-31 00:00:00.000000,NON_COMPANY_WORKER,2
,310,2018-01-31 00:00:00.000000,COMPANY_WORKER,4
,311,2018-01-31 00:00:00.000000,NON_COMPANY_WORKER,4
,312,2018-01-31 00:00:00.000000,NON_COMPANY_WORKER,5
,313,2018-01-31 00:00:00.000000,COMPANY_WORKER,5
,314,2018-01-31 00:00:00.000000,COMPANY_WORKER,3
,315,2018-01-31 00:00:00.000000,NON_COMPANY_WORKER,3
,316,2018-02-01 00:00:00.000000,COMPANY_WORKER,1
,317,2018-02-01 00:00:00.000000,NON_COMPANY_WORKER,1
,318,2018-02-01 00:00:00.000000,COMPANY_WORKER,2
,319,2018-02-01 00:00:00.000000,NON_COMPANY_WORKER,2
,320,2018-02-01 00:00:00.000000,COMPANY_WORKER,4
,321,2018-02-01 00:00:00.000000,NON_COMPANY_WORKER,4
,322,2018-02-01 00:00:00.000000,NON_COMPANY_WORKER,5
,323,2018-02-01 00:00:00.000000,COMPANY_WORKER,5
,324,2018-02-01 00:00:00.000000,COMPANY_WORKER,3
,325,2018-02-01 00:00:00.000000,NON_COMPANY_WORKER,3
,326,2018-02-02 00:00:00.000000,COMPANY_WORKER,1
,327,2018-02-02 00:00:00.000000,NON_COMPANY_WORKER,1
,328,2018-02-02 00:00:00.000000,COMPANY_WORKER,2
,329,2018-02-02 00:00:00.000000,NON_COMPANY_WORKER,2
,330,2018-02-02 00:00:00.000000,COMPANY_WORKER,4
,331,2018-02-02 00:00:00.000000,NON_COMPANY_WORKER,4
,332,2018-02-02 00:00:00.000000,NON_COMPANY_WORKER,5
,333,2018-02-02 00:00:00.000000,COMPANY_WORKER,5
,334,2018-02-02 00:00:00.000000,COMPANY_WORKER,3
,335,2018-02-02 00:00:00.000000,NON_COMPANY_WORKER,3
,336,2018-02-03 00:00:00.000000,COMPANY_WORKER,1
,337,2018-02-03 00:00:00.000000,NON_COMPANY_WORKER,1
,338,2018-02-03 00:00:00.000000,COMPANY_WORKER,2
,339,2018-02-03 00:00:00.000000,NON_COMPANY_WORKER,2
,340,2018-02-03 00:00:00.000000,COMPANY_WORKER,4
,341,2018-02-03 00:00:00.000000,NON_COMPANY_WORKER,4
,342,2018-02-03 00:00:00.000000,NON_COMPANY_WORKER,5
,343,2018-02-03 00:00:00.000000,COMPANY_WORKER,5
,344,2018-02-03 00:00:00.000000,COMPANY_WORKER,3
,345,2018-02-03 00:00:00.000000,NON_COMPANY_WORKER,3
,346,2018-02-04 00:00:00.000000,COMPANY_WORKER,1
,347,2018-02-04 00:00:00.000000,NON_COMPANY_WORKER,1
,348,2018-02-04 00:00:00.000000,COMPANY_WORKER,2
,349,2018-02-04 00:00:00.000000,NON_COMPANY_WORKER,2
,350,2018-02-04 00:00:00.000000,COMPANY_WORKER,4
,351,2018-02-04 00:00:00.000000,NON_COMPANY_WORKER,4
,352,2018-02-04 00:00:00.000000,NON_COMPANY_WORKER,5
,353,2018-02-04 00:00:00.000000,COMPANY_WORKER,5
,354,2018-02-04 00:00:00.000000,COMPANY_WORKER,3
,355,2018-02-04 00:00:00.000000,NON_COMPANY_WORKER,3
,356,2018-02-05 00:00:00.000000,COMPANY_WORKER,1
,357,2018-02-05 00:00:00.000000,NON_COMPANY_WORKER,1
,358,2018-02-05 00:00:00.000000,COMPANY_WORKER,2
,359,2018-02-05 00:00:00.000000,NON_COMPANY_WORKER,2
,360,2018-02-05 00:00:00.000000,COMPANY_WORKER,4
,361,2018-02-05 00:00:00.000000,NON_COMPANY_WORKER,4
,362,2018-02-05 00:00:00.000000,NON_COMPANY_WORKER,5
,363,2018-02-05 00:00:00.000000,COMPANY_WORKER,5
,364,2018-02-05 00:00:00.000000,COMPANY_WORKER,3
,365,2018-02-05 00:00:00.000000,NON_COMPANY_WORKER,3
,366,2018-02-06 00:00:00.000000,COMPANY_WORKER,1
,367,2018-02-06 00:00:00.000000,NON_COMPANY_WORKER,1
,368,2018-02-06 00:00:00.000000,COMPANY_WORKER,2
,369,2018-02-06 00:00:00.000000,NON_COMPANY_WORKER,2
,370,2018-02-06 00:00:00.000000,COMPANY_WORKER,4
,371,2018-02-06 00:00:00.000000,NON_COMPANY_WORKER,4
,372,2018-02-06 00:00:00.000000,NON_COMPANY_WORKER,5
,373,2018-02-06 00:00:00.000000,COMPANY_WORKER,5
,374,2018-02-06 00:00:00.000000,COMPANY_WORKER,3
,375,2018-02-06 00:00:00.000000,NON_COMPANY_WORKER,3
,376,2018-02-07 00:00:00.000000,COMPANY_WORKER,1
,377,2018-02-07 00:00:00.000000,NON_COMPANY_WORKER,1
,378,2018-02-07 00:00:00.000000,COMPANY_WORKER,2
,379,2018-02-07 00:00:00.000000,NON_COMPANY_WORKER,2
,380,2018-02-07 00:00:00.000000,COMPANY_WORKER,4
,381,2018-02-07 00:00:00.000000,NON_COMPANY_WORKER,4
,382,2018-02-07 00:00:00.000000,NON_COMPANY_WORKER,5
,383,2018-02-07 00:00:00.000000,COMPANY_WORKER,5
,384,2018-02-07 00:00:00.000000,COMPANY_WORKER,3
,385,2018-02-07 00:00:00.000000,NON_COMPANY_WORKER,3
,386,2018-02-08 00:00:00.000000,COMPANY_WORKER,1
,387,2018-02-08 00:00:00.000000,NON_COMPANY_WORKER,1
,388,2018-02-08 00:00:00.000000,COMPANY_WORKER,2
,389,2018-02-08 00:00:00.000000,NON_COMPANY_WORKER,2
,390,2018-02-08 00:00:00.000000,COMPANY_WORKER,4
,391,2018-02-08 00:00:00.000000,NON_COMPANY_WORKER,4
,392,2018-02-08 00:00:00.000000,NON_COMPANY_WORKER,5
,393,2018-02-08 00:00:00.000000,COMPANY_WORKER,5
,394,2018-02-08 00:00:00.000000,COMPANY_WORKER,3
,395,2018-02-08 00:00:00.000000,NON_COMPANY_WORKER,3
,396,2018-02-09 00:00:00.000000,COMPANY_WORKER,1
,397,2018-02-09 00:00:00.000000,NON_COMPANY_WORKER,1
,398,2018-02-09 00:00:00.000000,COMPANY_WORKER,2
,399,2018-02-09 00:00:00.000000,NON_COMPANY_WORKER,2
,400,2018-02-09 00:00:00.000000,COMPANY_WORKER,4
,401,2018-02-09 00:00:00.000000,NON_COMPANY_WORKER,4
,402,2018-02-09 00:00:00.000000,NON_COMPANY_WORKER,5
,403,2018-02-09 00:00:00.000000,COMPANY_WORKER,5
,404,2018-02-09 00:00:00.000000,COMPANY_WORKER,3
,405,2018-02-09 00:00:00.000000,NON_COMPANY_WORKER,3
,406,2018-02-10 00:00:00.000000,COMPANY_WORKER,1
,407,2018-02-10 00:00:00.000000,NON_COMPANY_WORKER,1
,408,2018-02-10 00:00:00.000000,COMPANY_WORKER,2
,409,2018-02-10 00:00:00.000000,NON_COMPANY_WORKER,2
,410,2018-02-10 00:00:00.000000,COMPANY_WORKER,4
,411,2018-02-10 00:00:00.000000,NON_COMPANY_WORKER,4
,412,2018-02-10 00:00:00.000000,NON_COMPANY_WORKER,5
,413,2018-02-10 00:00:00.000000,COMPANY_WORKER,5
,414,2018-02-10 00:00:00.000000,COMPANY_WORKER,3
,415,2018-02-10 00:00:00.000000,NON_COMPANY_WORKER,3
,416,2018-02-11 00:00:00.000000,COMPANY_WORKER,1
,417,2018-02-11 00:00:00.000000,NON_COMPANY_WORKER,1
,418,2018-02-11 00:00:00.000000,COMPANY_WORKER,2
,419,2018-02-11 00:00:00.000000,NON_COMPANY_WORKER,2
,420,2018-02-11 00:00:00.000000,COMPANY_WORKER,4
,421,2018-02-11 00:00:00.000000,NON_COMPANY_WORKER,4
