price_id,date_when_price_set,price
123,2018-05-16 00:47:48.568927,9500
124,2018-05-16 00:47:48.578971,25000
125,2018-05-16 00:47:48.595140,25000
126,2018-05-16 00:47:48.609004,17500
127,2018-05-16 00:47:48.615286,20000
128,2018-05-16 00:47:48.620555,16500
129,2018-05-16 00:47:48.625333,16500
130,2018-05-16 00:47:48.629600,9000
131,2018-05-16 00:47:48.634262,9000
132,2018-05-16 00:47:48.638749,9500
133,2018-05-16 00:47:48.642529,9500
134,2018-05-16 00:47:48.647723,25000
135,2018-05-16 00:47:48.653366,25000
136,2018-05-16 00:47:48.657804,17500
137,2018-05-16 00:47:48.664258,20000
138,2018-05-16 00:47:48.670196,16500
139,2018-05-16 00:47:48.677858,16500
140,2018-05-16 00:47:48.683263,9000
141,2018-05-16 00:47:48.688013,9000
142,2018-05-16 00:47:48.691845,9500
143,2018-05-16 00:47:48.695833,9500
144,2018-05-16 00:47:48.700988,25000
145,2018-05-16 00:47:48.714250,25000
146,2018-05-16 00:47:48.726354,17500
147,2018-05-16 00:47:48.735157,20000
148,2018-05-16 00:47:48.740138,16500
149,2018-05-16 00:47:48.752872,16500
150,2018-05-16 00:47:48.760489,9000
151,2018-05-16 00:47:48.767311,9000
152,2018-05-16 00:47:48.798760,9500
153,2018-05-16 00:47:48.809266,9500
154,2018-05-16 00:47:48.818053,25000
155,2018-05-16 00:47:48.822628,25000
156,2018-05-16 00:47:48.827237,17500
157,2018-05-16 00:47:48.831210,20000
158,2018-05-16 00:47:48.836180,16500
159,2018-05-16 00:47:48.840933,16500
160,2018-05-16 00:47:48.844600,9000
161,2018-05-16 00:47:48.849098,9000
162,2018-05-16 00:47:48.853348,9500
163,2018-05-16 00:47:48.857656,9500
164,2018-05-16 00:47:48.862389,25000
165,2018-05-16 00:47:48.868326,25000
166,2018-05-16 00:47:48.875497,17500
167,2018-05-16 00:47:48.880874,20000
168,2018-05-16 00:47:48.886736,16500
169,2018-05-16 00:47:48.891327,16500
170,2018-05-16 00:47:48.895873,9000
171,2018-05-16 00:47:48.900290,9000
172,2018-05-16 00:47:48.904549,9500
173,2018-05-16 00:47:48.908499,9500
174,2018-05-16 00:47:48.915556,25000
175,2018-05-16 00:47:48.924468,25000
176,2018-05-16 00:47:48.934562,17500
177,2018-05-16 00:47:48.940029,20000
178,2018-05-16 00:47:48.951165,16500
179,2018-05-16 00:47:48.959249,16500
180,2018-05-16 00:47:48.965884,9000
181,2018-05-16 00:47:48.982703,9000
182,2018-05-16 00:47:49.007232,9500
183,2018-05-16 00:47:49.020228,9500
184,2018-05-16 00:47:49.028772,25000
185,2018-05-16 00:47:49.035214,25000
186,2018-05-16 00:47:49.041488,17500
187,2018-05-16 00:47:49.049612,20000
188,2018-05-16 00:47:49.054764,16500
189,2018-05-16 00:47:49.060282,16500
190,2018-05-16 00:47:49.065997,9000
191,2018-05-16 00:47:49.076657,9000
192,2018-05-16 00:47:49.083948,9500
193,2018-05-16 00:47:49.089363,9500
194,2018-05-16 00:47:49.094592,25000
195,2018-05-16 00:47:49.099401,25000
196,2018-05-16 00:47:49.103725,17500
197,2018-05-16 00:47:49.108969,20000
198,2018-05-16 00:47:49.116056,16500
199,2018-05-16 00:47:49.128437,16500
200,2018-05-16 00:47:49.138850,9000
201,2018-05-16 00:47:49.145527,9000
202,2018-05-16 00:47:49.154642,9500
203,2018-05-16 00:47:49.159529,9500
204,2018-05-16 00:47:49.178469,25000
205,2018-05-16 00:47:49.191358,25000
206,2018-05-16 00:47:49.203440,17500
207,2018-05-16 00:47:49.214596,20000
208,2018-05-16 00:47:49.221530,16500
209,2018-05-16 00:47:49.228481,16500
210,2018-05-16 00:47:49.232996,9000
211,2018-05-16 00:47:49.238436,9000
212,2018-05-16 00:47:49.242976,9500
213,2018-05-16 00:47:49.246871,9500
214,2018-05-16 00:47:49.251829,25000
215,2018-05-16 00:47:49.255961,25000
216,2018-05-16 00:47:49.260424,17500
217,2018-05-16 00:47:49.265005,20000
218,2018-05-16 00:47:49.269278,16500
219,2018-05-16 00:47:49.273774,16500
220,2018-05-16 00:47:49.280507,9000
221,2018-05-16 00:47:49.288314,9000
222,2018-05-16 00:47:49.293927,9500
223,2018-05-16 00:47:49.299679,9500
224,2018-05-16 00:47:49.304853,25000
225,2018-05-16 00:47:49.309170,25000
226,2018-05-16 00:47:49.314209,17500
227,2018-05-16 00:47:49.318810,20000
228,2018-05-16 00:47:49.325835,16500
229,2018-05-16 00:47:49.337583,16500
230,2018-05-16 00:47:49.346132,9000
231,2018-05-16 00:47:49.353101,9000
232,2018-05-16 00:47:49.363120,9500
233,2018-05-16 00:47:49.370888,9500
234,2018-05-16 00:47:49.375997,25000
235,2018-05-16 00:47:49.387186,25000
236,2018-05-16 00:47:49.405166,17500
237,2018-05-16 00:47:49.415419,20000
238,2018-05-16 00:47:49.423679,16500
239,2018-05-16 00:47:49.433360,16500
240,2018-05-16 00:47:49.438369,9000
241,2018-05-16 00:47:49.443074,9000
242,2018-05-16 00:47:49.448106,9500
243,2018-05-16 00:47:49.452988,9500
244,2018-05-16 00:47:49.457348,25000
245,2018-05-16 00:47:49.462413,25000
246,2018-05-16 00:47:49.467282,17500
247,2018-05-16 00:47:49.471259,20000
248,2018-05-16 00:47:49.476405,16500
249,2018-05-16 00:47:49.481359,16500
250,2018-05-16 00:47:49.496439,9000
251,2018-05-16 00:47:49.506083,9000
252,2018-05-16 00:47:49.513850,9500
253,2018-05-16 00:47:49.519978,9500
254,2018-05-16 00:47:49.524378,25000
255,2018-05-16 00:47:49.536137,25000
256,2018-05-16 00:47:49.553421,17500
257,2018-05-16 00:47:49.564129,20000
258,2018-05-16 00:47:49.573765,16500
259,2018-05-16 00:47:49.587758,16500
260,2018-05-16 00:47:49.608846,9000
261,2018-05-16 00:47:49.623309,9000
262,2018-05-16 00:47:49.647528,9500
263,2018-05-16 00:47:49.657111,9500
264,2018-05-16 00:47:49.697101,25000
265,2018-05-16 00:47:49.721219,25000
266,2018-05-16 00:47:49.730863,17500
267,2018-05-16 00:47:49.739497,20000
268,2018-05-16 00:47:49.758490,16500
269,2018-05-16 00:47:49.780112,16500
270,2018-05-16 00:47:49.866245,9000
271,2018-05-16 00:47:49.875400,9000
272,2018-05-16 00:47:49.929014,9500
273,2018-05-16 00:47:49.945476,9500
274,2018-05-16 00:47:49.960220,25000
275,2018-05-16 00:47:49.983969,25000
276,2018-05-16 00:47:50.007033,17500
277,2018-05-16 00:47:50.040175,20000
278,2018-05-16 00:47:50.066206,16500
279,2018-05-16 00:47:50.082767,16500
280,2018-05-16 00:47:50.089740,9000
281,2018-05-16 00:47:50.104687,9000
282,2018-05-16 00:47:50.120168,9500
283,2018-05-16 00:47:50.126471,9500
284,2018-05-16 00:47:50.134105,25000
285,2018-05-16 00:47:50.138918,25000
286,2018-05-16 00:47:50.146433,17500
287,2018-05-16 00:47:50.152306,20000
288,2018-05-16 00:47:50.171120,16500
289,2018-05-16 00:47:50.180580,16500
290,2018-05-16 00:47:50.190410,9000
291,2018-05-16 00:47:50.203478,9000
292,2018-05-16 00:47:50.226583,9500
293,2018-05-16 00:47:50.242578,9500
294,2018-05-16 00:47:50.257904,25000
295,2018-05-16 00:47:50.269377,25000
296,2018-05-16 00:47:50.274910,17500
297,2018-05-16 00:47:50.283171,20000
298,2018-05-16 00:47:50.289175,16500
299,2018-05-16 00:47:50.343181,16500
300,2018-05-16 00:47:50.381902,9000
301,2018-05-16 00:47:50.469651,9000
302,2018-05-16 00:47:50.498021,9500
303,2018-05-16 00:47:50.542105,9500
304,2018-05-16 00:47:50.551142,25000
305,2018-05-16 00:47:50.563457,25000
306,2018-05-16 00:47:50.571767,17500
307,2018-05-16 00:47:50.588625,20000
308,2018-05-16 00:47:50.599398,16500
309,2018-05-16 00:47:50.660771,16500
310,2018-05-16 00:47:50.709747,9000
311,2018-05-16 00:47:50.739971,9000
312,2018-05-16 00:47:50.751098,9500
313,2018-05-16 00:47:50.761830,9500
314,2018-05-16 00:47:50.775844,25000
315,2018-05-16 00:47:50.788384,25000
316,2018-05-16 00:47:50.794931,17500
317,2018-05-16 00:47:50.801340,20000
318,2018-05-16 00:47:50.807594,16500
319,2018-05-16 00:47:50.823148,16500
320,2018-05-16 00:47:50.839023,9000
321,2018-05-16 00:47:50.856314,9000
322,2018-05-16 00:47:50.866643,9500
323,2018-05-16 00:47:50.874908,9500
324,2018-05-16 00:47:50.885781,25000
325,2018-05-16 00:47:50.895650,25000
326,2018-05-16 00:47:50.906439,17500
327,2018-05-16 00:47:50.918711,20000
328,2018-05-16 00:47:50.924530,16500
329,2018-05-16 00:47:50.935962,16500
330,2018-05-16 00:47:50.941971,9000
331,2018-05-16 00:47:50.946727,9000
332,2018-05-16 00:47:50.951264,9500
333,2018-05-16 00:47:50.956478,9500
334,2018-05-16 00:47:50.961307,25000
335,2018-05-16 00:47:50.965740,25000
336,2018-05-16 00:47:50.970654,17500
337,2018-05-16 00:47:50.975746,20000
338,2018-05-16 00:47:50.983056,16500
339,2018-05-16 00:47:50.991762,16500
340,2018-05-16 00:47:50.998883,9000
341,2018-05-16 00:47:51.003619,9000
342,2018-05-16 00:47:51.011398,9500
343,2018-05-16 00:47:51.067764,9500
344,2018-05-16 00:47:51.088399,25000
345,2018-05-16 00:47:51.105251,25000
346,2018-05-16 00:47:51.111604,17500
347,2018-05-16 00:47:51.139288,20000
348,2018-05-16 00:47:51.165124,16500
349,2018-05-16 00:47:51.170685,16500
350,2018-05-16 00:47:51.177637,9000
351,2018-05-16 00:47:51.183153,9000
352,2018-05-16 00:47:51.190998,9500
353,2018-05-16 00:47:51.198046,9500
354,2018-05-16 00:47:51.205214,25000
355,2018-05-16 00:47:51.257135,25000
356,2018-05-16 00:47:51.274033,17500
357,2018-05-16 00:47:51.282072,20000
358,2018-05-16 00:47:51.291157,16500
359,2018-05-16 00:47:51.303487,16500
360,2018-05-16 00:47:51.311858,9000
361,2018-05-16 00:47:51.321302,9000
362,2018-05-16 00:47:51.329621,9500
363,2018-05-16 00:47:51.345468,9500
364,2018-05-16 00:47:51.354374,25000
365,2018-05-16 00:47:51.362629,25000
366,2018-05-16 00:47:51.368095,17500
367,2018-05-16 00:47:51.373902,20000
368,2018-05-16 00:47:51.379843,16500
369,2018-05-16 00:47:51.384892,16500
370,2018-05-16 00:47:51.390747,9000
371,2018-05-16 00:47:51.396197,9000
372,2018-05-16 00:47:51.401793,9500
373,2018-05-16 00:47:51.406622,9500
374,2018-05-16 00:47:51.412195,25000
375,2018-05-16 00:47:51.448439,25000
376,2018-05-16 00:47:51.474199,17500
377,2018-05-16 00:47:51.491815,20000
378,2018-05-16 00:47:51.505903,16500
379,2018-05-16 00:47:51.514073,16500
380,2018-05-16 00:47:51.524414,9000
381,2018-05-16 00:47:51.529852,9000
382,2018-05-16 00:47:51.536656,9500
383,2018-05-16 00:47:51.545424,9500
384,2018-05-16 00:47:51.551282,25000
385,2018-05-16 00:47:51.558753,25000
386,2018-05-16 00:47:51.565007,17500
387,2018-05-16 00:47:51.569324,20000
388,2018-05-16 00:47:51.574154,16500
389,2018-05-16 00:47:51.579335,16500
390,2018-05-16 00:47:51.584008,9000
391,2018-05-16 00:47:51.589140,9000
392,2018-05-16 00:47:51.594552,9500
393,2018-05-16 00:47:51.599409,9500
394,2018-05-16 00:47:51.605345,25000
395,2018-05-16 00:47:51.609371,25000
396,2018-05-16 00:47:51.614556,17500
397,2018-05-16 00:47:51.619397,20000
398,2018-05-16 00:47:51.623801,16500
399,2018-05-16 00:47:51.628797,16500
400,2018-05-16 00:47:51.632676,9000
401,2018-05-16 00:47:51.673281,9000
402,2018-05-16 00:47:51.699140,9500
403,2018-05-16 00:47:51.711461,9500
404,2018-05-16 00:47:51.728473,25000
405,2018-05-16 00:47:51.777506,25000
406,2018-05-16 00:47:51.789620,17500
407,2018-05-16 00:47:51.794560,20000
408,2018-05-16 00:47:51.799995,16500
409,2018-05-16 00:47:51.805037,16500
410,2018-05-16 00:47:51.809788,9000
411,2018-05-16 00:47:51.972967,9000
412,2018-05-16 00:47:52.034554,9500
413,2018-05-16 00:47:52.047409,9500
414,2018-05-16 00:47:52.057299,25000
415,2018-05-16 00:47:52.063914,25000
416,2018-05-16 00:47:52.070712,17500
417,2018-05-16 00:47:52.075218,20000
418,2018-05-16 00:47:52.081392,16500
419,2018-05-16 00:47:52.086718,16500
420,2018-05-16 00:47:52.093733,9000
421,2018-05-16 00:47:52.100190,9000
422,2018-05-16 00:47:52.110717,9500
423,2018-05-16 00:47:52.120212,9500
424,2018-05-16 00:47:52.130664,25000
425,2018-05-16 00:47:52.136452,25000
426,2018-05-16 00:47:52.144247,17500
427,2018-05-16 00:47:52.150725,20000
428,2018-05-16 00:47:52.157002,16500
429,2018-05-16 00:47:52.166705,16500
430,2018-05-16 00:47:52.174729,9000
431,2018-05-16 00:47:52.180982,9000
432,2018-05-16 00:47:52.185205,9500
433,2018-05-16 00:47:52.190194,9500
434,2018-05-16 00:47:52.205713,25000
435,2018-05-16 00:47:52.223993,25000
436,2018-05-16 00:47:52.245845,17500
437,2018-05-16 00:47:52.259071,20000
438,2018-05-16 00:47:52.275273,16500
439,2018-05-16 00:47:52.285877,16500
440,2018-05-16 00:47:52.302899,9000
441,2018-05-16 00:47:52.375474,9000
442,2018-05-16 00:47:52.488062,9500
443,2018-05-16 00:47:52.548452,9500
444,2018-05-16 00:47:52.636451,25000
445,2018-05-16 00:47:52.661281,25000
446,2018-05-16 00:47:52.674193,17500
447,2018-05-16 00:47:52.681116,20000
448,2018-05-16 00:47:52.688365,16500
449,2018-05-16 00:47:52.695238,16500
450,2018-05-16 00:47:52.701890,9000
451,2018-05-16 00:47:52.734198,9000
452,2018-05-16 00:47:52.769970,9500
453,2018-05-16 00:47:52.817745,9500
454,2018-05-16 00:47:52.851771,25000
455,2018-05-16 00:47:52.862482,25000
456,2018-05-16 00:47:52.885998,17500
457,2018-05-16 00:47:52.917048,20000
458,2018-05-16 00:47:52.951167,16500
459,2018-05-16 00:47:53.015476,16500
460,2018-05-16 00:47:53.034495,9000
461,2018-05-16 00:47:53.043509,9000
462,2018-05-16 00:47:53.051745,9500
463,2018-05-16 00:47:53.064526,9500
464,2018-05-16 00:47:53.079613,25000
465,2018-05-16 00:47:53.085914,25000
466,2018-05-16 00:47:53.092580,17500
467,2018-05-16 00:47:53.098086,20000
468,2018-05-16 00:47:53.104705,16500
469,2018-05-16 00:47:53.109592,16500
470,2018-05-16 00:47:53.121254,9000
471,2018-05-16 00:47:53.131713,9000
472,2018-05-16 00:47:53.192515,9500
473,2018-05-16 00:47:53.219188,9500
474,2018-05-16 00:47:53.233582,25000
475,2018-05-16 00:47:53.246814,25000
476,2018-05-16 00:47:53.252757,17500
477,2018-05-16 00:47:53.257804,20000
478,2018-05-16 00:47:53.268507,16500
479,2018-05-16 00:47:53.273122,16500
480,2018-05-16 00:47:53.278034,9000
481,2018-05-16 00:47:53.282810,9000
482,2018-05-16 00:47:53.286821,9500
483,2018-05-16 00:47:53.291260,9500
484,2018-05-16 00:47:53.295262,25000
485,2018-05-16 00:47:53.299717,25000
486,2018-05-16 00:47:53.304858,17500
487,2018-05-16 00:47:53.309065,20000
488,2018-05-16 00:47:53.313189,16500
489,2018-05-16 00:47:53.317257,16500
490,2018-05-16 00:47:53.322455,9000
491,2018-05-16 00:47:53.327596,9000
492,2018-05-16 00:47:53.346466,9500
493,2018-05-16 00:47:53.352915,9500
494,2018-05-16 00:47:53.360124,25000
495,2018-05-16 00:47:53.396901,25000
496,2018-05-16 00:47:53.417049,17500
497,2018-05-16 00:47:53.430804,20000
498,2018-05-16 00:47:53.452319,16500
499,2018-05-16 00:47:53.472354,16500
500,2018-05-16 00:47:53.483243,9000
501,2018-05-16 00:47:53.488821,9000
502,2018-05-16 00:47:53.493896,9500
503,2018-05-16 00:47:53.498763,9500
504,2018-05-16 00:47:53.504596,25000
505,2018-05-16 00:47:53.509318,25000
506,2018-05-16 00:47:53.513569,17500
507,2018-05-16 00:47:53.519100,20000
508,2018-05-16 00:47:53.523510,16500
509,2018-05-16 00:47:53.528963,16500
510,2018-05-16 00:47:53.533667,9000
511,2018-05-16 00:47:53.537874,9000
512,2018-05-16 00:47:53.545984,9500
513,2018-05-16 00:47:53.554162,9500
514,2018-05-16 00:47:53.561946,25000
515,2018-05-16 00:47:53.598021,25000
516,2018-05-16 00:47:53.617327,17500
517,2018-05-16 00:47:53.630431,20000
518,2018-05-16 00:47:53.642248,16500
519,2018-05-16 00:47:53.681606,16500
520,2018-05-16 00:47:53.688533,9000
521,2018-05-16 00:47:53.696009,9000
522,2018-05-16 00:47:53.700208,9500
523,2018-05-16 00:47:53.706129,9500
524,2018-05-16 00:47:53.714126,25000
525,2018-05-16 00:47:53.718540,25000
526,2018-05-16 00:47:53.723360,17500
527,2018-05-16 00:47:53.727753,20000
528,2018-05-16 00:47:53.732149,16500
529,2018-05-16 00:47:53.736239,16500
530,2018-05-16 00:47:53.740750,9000
531,2018-05-16 00:47:53.746288,9000
532,2018-05-16 00:47:53.752796,9500
533,2018-05-16 00:47:53.757130,9500
534,2018-05-16 00:47:53.763094,25000
535,2018-05-16 00:47:53.767298,25000
536,2018-05-16 00:47:53.771281,17500
537,2018-05-16 00:47:53.796024,20000
538,2018-05-16 00:47:53.813282,16500
539,2018-05-16 00:47:53.829500,16500
540,2018-05-16 00:47:53.900750,9000
541,2018-05-16 00:47:53.914884,9000
542,2018-05-16 00:47:53.921259,9500
543,2018-05-16 00:47:53.928995,9500
544,2018-05-16 00:47:53.934377,25000
545,2018-05-16 00:47:53.938697,25000
546,2018-05-16 00:47:53.943286,17500
547,2018-05-16 00:47:53.947491,20000
548,2018-05-16 00:47:53.952840,16500
549,2018-05-16 00:47:53.959785,16500
550,2018-05-16 00:47:53.965498,9000
551,2018-05-16 00:47:53.969972,9000
552,2018-05-16 00:47:53.975297,9500
553,2018-05-16 00:47:53.989396,9500
554,2018-05-16 00:47:54.005804,25000
555,2018-05-16 00:47:54.019161,25000
556,2018-05-16 00:47:54.030037,17500
557,2018-05-16 00:47:54.039179,20000
558,2018-05-16 00:47:54.054253,16500
559,2018-05-16 00:47:54.075896,16500
560,2018-05-16 00:47:54.087284,9000
561,2018-05-16 00:47:54.098131,9000
562,2018-05-16 00:47:54.103009,9500
563,2018-05-16 00:47:54.107096,9500
564,2018-05-16 00:47:54.112195,25000
565,2018-05-16 00:47:54.116063,25000
566,2018-05-16 00:47:54.120590,17500
567,2018-05-16 00:47:54.124685,20000
568,2018-05-16 00:47:54.128927,16500
569,2018-05-16 00:47:54.134658,16500
570,2018-05-16 00:47:54.139457,9000
571,2018-05-16 00:47:54.143890,9000
572,2018-05-16 00:47:54.148933,9500
573,2018-05-16 00:47:54.152826,9500
574,2018-05-16 00:47:54.158999,25000
575,2018-05-16 00:47:54.165042,25000
576,2018-05-16 00:47:54.170337,17500
577,2018-05-16 00:47:54.174834,20000
578,2018-05-16 00:47:54.178689,16500
579,2018-05-16 00:47:54.188353,16500
580,2018-05-16 00:47:54.206000,9000
581,2018-05-16 00:47:54.215555,9000
582,2018-05-16 00:47:54.224002,9500
583,2018-05-16 00:47:54.236090,9500
584,2018-05-16 00:47:54.246933,25000
585,2018-05-16 00:47:54.256152,25000
586,2018-05-16 00:47:54.272888,17500
587,2018-05-16 00:47:54.286659,20000
588,2018-05-16 00:47:54.295655,16500
589,2018-05-16 00:47:54.300804,16500
590,2018-05-16 00:47:54.305114,9000
591,2018-05-16 00:47:54.309458,9000
592,2018-05-16 00:47:54.314165,9500
593,2018-05-16 00:47:54.318152,9500
594,2018-05-16 00:47:54.322544,25000
595,2018-05-16 00:47:54.327186,25000
596,2018-05-16 00:47:54.337883,17500
597,2018-05-16 00:47:54.346839,20000
598,2018-05-16 00:47:54.351380,16500
599,2018-05-16 00:47:54.355272,16500
600,2018-05-16 00:47:54.359336,9000
601,2018-05-16 00:47:54.365253,9000
602,2018-05-16 00:47:54.371054,9500
603,2018-05-16 00:47:54.376260,9500
604,2018-05-16 00:47:54.381470,25000
605,2018-05-16 00:47:54.385940,25000
606,2018-05-16 00:47:54.401688,17500
607,2018-05-16 00:47:54.413711,20000
608,2018-05-16 00:47:54.422824,16500
609,2018-05-16 00:47:54.434879,16500
610,2018-05-16 00:47:54.443938,9000
611,2018-05-16 00:47:54.455551,9000
612,2018-05-16 00:47:54.472453,9500
613,2018-05-16 00:47:54.496644,9500
614,2018-05-16 00:47:54.512687,25000
615,2018-05-16 00:47:54.518347,25000
616,2018-05-16 00:47:54.522991,17500
617,2018-05-16 00:47:54.529651,20000
618,2018-05-16 00:47:54.533948,16500
619,2018-05-16 00:47:54.538081,16500
620,2018-05-16 00:47:54.542863,9000
621,2018-05-16 00:47:54.547071,9000
622,2018-05-16 00:47:54.551683,9500
623,2018-05-16 00:47:54.556784,9500
624,2018-05-16 00:47:54.560632,25000
625,2018-05-16 00:47:54.565118,25000
626,2018-05-16 00:47:54.572504,17500
627,2018-05-16 00:47:54.577776,20000
628,2018-05-16 00:47:54.583356,16500
629,2018-05-16 00:47:54.596745,16500
630,2018-05-16 00:47:54.615237,9000
631,2018-05-16 00:47:54.629160,9000
632,2018-05-16 00:47:54.639499,9500
633,2018-05-16 00:47:54.672466,9500
634,2018-05-16 00:47:54.715333,25000
635,2018-05-16 00:47:54.721348,25000
636,2018-05-16 00:47:54.726778,17500
637,2018-05-16 00:47:54.731773,20000
638,2018-05-16 00:47:54.736588,16500
639,2018-05-16 00:47:54.743512,16500
640,2018-05-16 00:47:54.749095,9000
641,2018-05-16 00:47:54.754396,9000
642,2018-05-16 00:47:54.759563,9500
643,2018-05-16 00:47:54.765147,9500
644,2018-05-16 00:47:54.771175,25000
645,2018-05-16 00:47:54.777134,25000
646,2018-05-16 00:47:54.781814,17500
647,2018-05-16 00:47:54.787712,20000
648,2018-05-16 00:47:54.797422,16500
649,2018-05-16 00:47:54.813447,16500
650,2018-05-16 00:47:54.822276,9000
651,2018-05-16 00:47:54.834406,9000
652,2018-05-16 00:47:54.850641,9500
653,2018-05-16 00:47:54.865969,9500
654,2018-05-16 00:47:54.879587,25000
655,2018-05-16 00:47:54.917867,25000
656,2018-05-16 00:47:54.929053,17500
657,2018-05-16 00:47:54.934863,20000
658,2018-05-16 00:47:54.939584,16500
659,2018-05-16 00:47:54.946266,16500
660,2018-05-16 00:47:54.950842,9000
661,2018-05-16 00:47:54.955026,9000
662,2018-05-16 00:47:54.960149,9500
663,2018-05-16 00:47:54.964260,9500
664,2018-05-16 00:47:54.968162,25000
665,2018-05-16 00:47:54.973468,25000
